,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
17163,Brazil,Nova Granada,37,Good,1,Good,9,Good,2,Good,37,Good
17164,Russia,Novosineglazovskiy,40,Good,1,Good,36,Good,0,Good,40,Good
17165,Germany,Oberhausen,42,Good,1,Good,30,Good,2,Good,42,Good
17166,Venezuela,Ocumare Del Tuy,116,Unhealthy(SG),2,Good,11,Good,10,Good,116,Unhealthy(SG)
17167,Portugal,Olhao,39,Good,1,Good,39,Good,1,Good,24,Good
17168,USA,South Milwaukee,59,Moderate,2,Good,13,Good,25,Good,59,Moderate
17169,India,Srivilliputtur,50,Good,0,Good,24,Good,0,Good,50,Good
17171,North Macedonia,Stip,66,Moderate,1,Good,40,Good,0,Good,66,Moderate
17172,India,Kannod,150,Unhealthy,1,Good,42,Good,0,Good,150,Unhealthy
17173,Austria,Kapfenberg,61,Moderate,1,Good,36,Good,0,Good,61,Moderate
17174,Zambia,Kapiri Mposhi,33,Good,1,Good,17,Good,0,Good,33,Good
17175,Bulgaria,Karlovo,66,Moderate,1,Good,41,Good,0,Good,66,Moderate
17176,Burundi,Karuzi,45,Good,1,Good,20,Good,0,Good,45,Good
17177,Russia,Katav Ivanovsk,34,Good,1,Good,34,Good,0,Good,25,Good
17178,Sweden,Katrineholm,31,Good,1,Good,31,Good,0,Good,11,Good
17179,Russia,Kayerkan,33,Good,1,Good,29,Good,0,Good,33,Good
17180,Iran,Kermanshah,62,Moderate,1,Good,62,Moderate,0,Good,41,Good
17181,India,Sardarshahr,447,Hazardous,1,Good,49,Good,0,Good,355,Hazardous
17182,Thailand,Selaphum,50,Good,1,Good,28,Good,0,Good,50,Good
17183,Malaysia,Semenyih,72,Moderate,2,Good,36,Good,1,Good,72,Moderate
17184,Kazakhstan,Semey,42,Good,1,Good,42,Good,0,Good,15,Good
17185,USA,Shakopee,55,Moderate,1,Good,33,Good,5,Good,55,Moderate
17186,Italy,San Giovanni In Persiceto,73,Moderate,1,Good,43,Good,2,Good,73,Moderate
17187,Italy,San Lazzaro Di Savena,63,Moderate,1,Good,43,Good,2,Good,63,Moderate
17188,Spain,Sant Cugat Del Valles,50,Good,1,Good,35,Good,5,Good,50,Good
17189,Portugal,Sao Pedro Da Cova,29,Good,1,Good,29,Good,3,Good,21,Good
17190,Brazil,Sao Sebastiao Do Paraiso,42,Good,1,Good,5,Good,2,Good,42,Good
17191,Brazil,Sarandi,45,Good,1,Good,5,Good,3,Good,45,Good
17192,Romania,Reghin,45,Good,1,Good,40,Good,0,Good,45,Good
17193,North Macedonia,Resen,80,Moderate,1,Good,45,Good,1,Good,80,Moderate
17194,Guatemala,Retalhuleu,100,Unhealthy(SG),3,Good,10,Good,10,Good,100,Unhealthy(SG)
17195,Chile,Rio Bueno,40,Good,0,Good,27,Good,1,Good,40,Good
17196,South Africa,Robertson,160,Unhealthy,9,Good,5,Good,5,Good,160,Unhealthy
17197,Ukraine,Romny,59,Moderate,1,Good,32,Good,0,Good,59,Moderate
17198,France,Provins,56,Moderate,1,Good,30,Good,2,Good,56,Moderate
17199,Argentina,Punta Alta,20,Good,0,Good,20,Good,0,Good,5,Good
17200,China,Putai,193,Unhealthy,2,Good,193,Unhealthy,6,Good,128,Unhealthy(SG)
17201,Pakistan,Loralai,122,Unhealthy(SG),1,Good,44,Good,0,Good,122,Unhealthy(SG)
17202,Democratic Republic of the Congo,Lubumbashi,71,Moderate,1,Good,25,Good,1,Good,71,Moderate
17203,China,Mabai,70,Moderate,2,Good,70,Moderate,0,Good,60,Moderate
17204,USA,North Mankato,59,Moderate,1,Good,36,Good,3,Good,59,Moderate
17205,UK,North Shields,32,Good,0,Good,32,Good,1,Good,13,Good
17206,USA,Northport,63,Moderate,2,Good,19,Good,16,Good,63,Moderate
17207,Slovakia,Nove Zamky,81,Moderate,1,Good,42,Good,1,Good,81,Moderate
17208,USA,Nutley,72,Moderate,2,Good,20,Good,18,Good,72,Moderate
17209,Mexico,Navolato,68,Moderate,1,Good,24,Good,3,Good,68,Moderate
17210,Zambia,Nchelenge,59,Moderate,1,Good,24,Good,0,Good,59,Moderate
17211,Central African Republic,Ndele,69,Moderate,2,Good,8,Good,0,Good,69,Moderate
17212,Greece,Nea Alikarnassos,78,Moderate,1,Good,41,Good,1,Good,78,Moderate
17213,Russia,Nikolsk,57,Moderate,1,Good,36,Good,0,Good,57,Moderate
17214,USA,Morton Grove,63,Moderate,2,Good,10,Good,22,Good,63,Moderate
17215,Germany,Muhlhausen,57,Moderate,2,Good,31,Good,6,Good,57,Moderate
17216,India,Nagapattinam,64,Moderate,1,Good,37,Good,0,Good,64,Moderate
17217,China,Nanma,115,Unhealthy(SG),2,Good,110,Unhealthy(SG),2,Good,115,Unhealthy(SG)
17218,China,Mianyang,71,Moderate,2,Good,71,Moderate,2,Good,62,Moderate
17219,South Africa,Midrand,211,Very Unhealthy,15,Good,12,Good,19,Good,211,Very Unhealthy
17220,USA,Mishawaka,68,Moderate,2,Good,29,Good,8,Good,68,Moderate
17221,Poland,Mogilno,44,Good,1,Good,34,Good,1,Good,44,Good
17222,Japan,Moka,59,Moderate,1,Good,59,Moderate,1,Good,54,Moderate
17223,France,Montesson,70,Moderate,2,Good,28,Good,5,Good,70,Moderate
17224,USA,Indiana,85,Moderate,2,Good,9,Good,33,Good,85,Moderate
17225,Japan,Ino,34,Good,0,Good,34,Good,0,Good,13,Good
17226,Brazil,Itabuna,50,Good,1,Good,9,Good,3,Good,50,Good
17227,Brazil,Jaguaruana,25,Good,0,Good,14,Good,0,Good,25,Good
17228,India,Jaleswar,80,Moderate,2,Good,40,Good,0,Good,80,Moderate
17229,Syria,Jaramana,167,Unhealthy,1,Good,50,Good,0,Good,167,Unhealthy
17230,Brazil,Joanopolis,40,Good,1,Good,8,Good,3,Good,40,Good
17231,Brazil,Joao Neiva,45,Good,1,Good,11,Good,2,Good,45,Good
17232,India,Kakching,36,Good,1,Good,17,Good,0,Good,36,Good
17233,Democratic Republic of the Congo,Kindu,160,Unhealthy,6,Good,43,Good,1,Good,160,Unhealthy
17234,USA,King Of Prussia,54,Moderate,2,Good,27,Good,11,Good,54,Moderate
17235,Japan,Kitakami,47,Good,1,Good,44,Good,2,Good,47,Good
17236,Kenya,Kitui,45,Good,1,Good,20,Good,0,Good,45,Good
17237,South Africa,Knysna,45,Good,1,Good,15,Good,1,Good,45,Good
17238,Russia,Korsakov,27,Good,1,Good,27,Good,0,Good,20,Good
17239,India,Paradwip,132,Unhealthy(SG),3,Good,74,Moderate,1,Good,132,Unhealthy(SG)
17240,Brazil,Parnaiba,21,Good,0,Good,14,Good,0,Good,21,Good
17241,Colombia,Pasto,19,Good,0,Good,8,Good,1,Good,19,Good
17242,Brazil,Pedra,25,Good,0,Good,11,Good,1,Good,25,Good
17243,Thailand,Phak Hai,54,Moderate,1,Good,25,Good,1,Good,54,Moderate
17244,Thailand,Phanat Nikhom,53,Moderate,1,Good,18,Good,1,Good,53,Moderate
17245,USA,Omaha,43,Good,1,Good,40,Good,4,Good,43,Good
17246,Italy,Orbetello,63,Moderate,1,Good,47,Good,0,Good,63,Moderate
17247,Russia,Ostrov,34,Good,1,Good,34,Good,0,Good,34,Good
17248,USA,Owatonna,58,Moderate,1,Good,35,Good,3,Good,58,Moderate
17249,Pakistan,Paharpur,174,Unhealthy,3,Good,149,Unhealthy(SG),0,Good,174,Unhealthy
17250,Netherlands,Drimmelen,40,Good,1,Good,31,Good,5,Good,40,Good
17251,Germany,Dusseldorf,53,Moderate,1,Good,28,Good,6,Good,53,Moderate
17252,USA,Dyer,65,Moderate,2,Good,23,Good,13,Good,65,Moderate
17253,USA,East Orange,68,Moderate,2,Good,21,Good,16,Good,68,Moderate
17254,UK,East Retford,35,Good,1,Good,35,Good,3,Good,15,Good
17255,USA,El Mirage,66,Moderate,1,Good,8,Good,18,Good,66,Moderate
17256,Turkey,Emirdag,75,Moderate,1,Good,36,Good,0,Good,75,Moderate
17257,Italy,Francavilla Al Mare,51,Moderate,1,Good,46,Good,1,Good,51,Moderate
17258,Germany,Frankenthal,71,Moderate,2,Good,25,Good,6,Good,71,Moderate
17259,Italy,Fucecchio,63,Moderate,1,Good,41,Good,3,Good,63,Moderate
17260,Italy,Gallarate,68,Moderate,1,Good,36,Good,2,Good,68,Moderate
17261,Italy,Gardone Val Trompia,74,Moderate,1,Good,30,Good,3,Good,74,Moderate
17262,USA,Garfield,72,Moderate,2,Good,19,Good,18,Good,72,Moderate
17263,France,Garges Les Gonesse,71,Moderate,2,Good,28,Good,5,Good,71,Moderate
17264,France,Gien,39,Good,1,Good,31,Good,2,Good,39,Good
17265,Spain,Erandio,55,Moderate,1,Good,16,Good,4,Good,55,Moderate
17266,Pakistan,Faqirwali,170,Unhealthy,3,Good,150,Unhealthy,0,Good,170,Unhealthy
17267,Mexico,Felipe Carrillo Puerto,86,Moderate,1,Good,25,Good,0,Good,86,Moderate
17268,USA,Fort Lauderdale,61,Moderate,1,Good,19,Good,11,Good,61,Moderate
17269,Haiti,Gonaives,96,Moderate,2,Good,25,Good,3,Good,96,Moderate
17270,Poland,Gubin,67,Moderate,1,Good,38,Good,2,Good,67,Moderate
17271,Philippines,Guiljungan,50,Good,1,Good,16,Good,0,Good,50,Good
17272,Netherlands,Haarlemmermeer,46,Good,1,Good,34,Good,4,Good,46,Good
17273,Germany,Hammelburg,62,Moderate,1,Good,36,Good,3,Good,62,Moderate
17274,Romania,Harsova,41,Good,1,Good,41,Good,0,Good,32,Good
17275,USA,Harwich,37,Good,1,Good,37,Good,3,Good,15,Good
17276,Belgium,Herentals,62,Moderate,1,Good,23,Good,8,Good,62,Moderate
17277,China,Hohhot,64,Moderate,1,Good,44,Good,2,Good,64,Moderate
17278,Germany,Holzgerlingen,61,Moderate,1,Good,37,Good,2,Good,61,Moderate
17279,Angola,Huambo,28,Good,1,Good,21,Good,0,Good,28,Good
17280,China,Hulan,65,Moderate,2,Good,47,Good,2,Good,65,Moderate
17281,India,Idar,159,Unhealthy,1,Good,35,Good,0,Good,159,Unhealthy
17282,Tanzania,Igurusi,28,Good,1,Good,18,Good,0,Good,28,Good
17283,Canada,Dawson Creek,62,Moderate,2,Good,32,Good,0,Good,62,Moderate
17284,China,Daye,76,Moderate,3,Good,52,Moderate,4,Good,76,Moderate
17286,Pakistan,Diplo,167,Unhealthy,1,Good,35,Good,0,Good,167,Unhealthy
17287,India,Dirba,178,Unhealthy,4,Good,178,Unhealthy,1,Good,168,Unhealthy
17288,Iran,Do Gonbadan,80,Moderate,1,Good,48,Good,0,Good,80,Moderate
17289,Brazil,Dois Vizinhos,45,Good,1,Good,4,Good,3,Good,45,Good
17290,Hungary,Pilisvorosvar,74,Moderate,1,Good,42,Good,2,Good,74,Moderate
17291,Brazil,Pirapora,46,Good,1,Good,2,Good,3,Good,46,Good
17292,Sri Lanka,Point Pedro,56,Moderate,0,Good,30,Good,0,Good,56,Moderate
17293,Brazil,Porto Uniao,26,Good,0,Good,11,Good,1,Good,26,Good
17294,Slovakia,Povazska Bystrica,66,Moderate,1,Good,40,Good,1,Good,66,Moderate
17295,China,Dangtu,181,Unhealthy,9,Good,2,Good,39,Good,181,Unhealthy
17296,Costa Rica,Daniel Flores,50,Good,1,Good,23,Good,1,Good,50,Good
17297,India,Daosa,172,Unhealthy,3,Good,98,Moderate,3,Good,172,Unhealthy
17298,Pakistan,Daud Khel,180,Unhealthy,3,Good,113,Unhealthy(SG),2,Good,180,Unhealthy
17299,UK,Dawlish,37,Good,1,Good,31,Good,1,Good,37,Good
17300,Iran,Dehloran,125,Unhealthy(SG),1,Good,43,Good,0,Good,125,Unhealthy(SG)
17301,USA,Delano,46,Good,1,Good,24,Good,3,Good,46,Good
17302,Russia,Derbent,44,Good,1,Good,35,Good,0,Good,44,Good
17303,India,Dergaon,97,Moderate,4,Good,13,Good,7,Good,97,Moderate
17304,India,Dhamtari,154,Unhealthy,2,Good,49,Good,1,Good,154,Unhealthy
17306,USA,Dumont,53,Moderate,1,Good,46,Good,3,Good,53,Moderate
17308,USA,East Providence,51,Moderate,1,Good,44,Good,2,Good,51,Moderate
17309,Venezuela,El Cafetal,64,Moderate,1,Good,36,Good,1,Good,64,Moderate
17310,South Africa,Empangeni,53,Moderate,1,Good,28,Good,0,Good,53,Moderate
17311,Brazil,Nao Me Toque,21,Good,0,Good,21,Good,0,Good,17,Good
17312,USA,Naples,31,Good,0,Good,31,Good,0,Good,24,Good
17313,Mexico,Naucalpan,194,Unhealthy,2,Good,40,Good,5,Good,194,Unhealthy
17314,Russia,Neftegorsk,45,Good,1,Good,45,Good,0,Good,10,Good
17315,Romania,Negresti,52,Moderate,1,Good,51,Moderate,0,Good,52,Moderate
17317,Tanzania,Newala,22,Good,0,Good,22,Good,0,Good,17,Good
17318,China,Nianzishan,79,Moderate,4,Good,41,Good,1,Good,79,Moderate
17319,Japan,Nichinan,41,Good,1,Good,41,Good,2,Good,35,Good
17320,Brazil,Niquelandia,19,Good,0,Good,19,Good,0,Good,5,Good
17321,Finland,Nivala,33,Good,1,Good,33,Good,0,Good,2,Good
17322,USA,Norton Shores,50,Good,1,Good,28,Good,1,Good,50,Good
17323,Slovenia,Novo Mesto,75,Moderate,1,Good,48,Good,0,Good,75,Moderate
17324,USA,Oak Forest,56,Moderate,1,Good,34,Good,4,Good,56,Moderate
17325,Japan,Ogawa,82,Moderate,2,Good,11,Good,18,Good,82,Moderate
17326,Japan,Okegawa,89,Moderate,2,Good,19,Good,23,Good,89,Moderate
17327,Slovakia,Roznava,64,Moderate,1,Good,45,Good,0,Good,64,Moderate
17328,Poland,Rumia,35,Good,1,Good,35,Good,0,Good,24,Good
17329,USA,Sachse,71,Moderate,2,Good,27,Good,6,Good,71,Moderate
17330,Afghanistan,Sahrak,68,Moderate,0,Good,32,Good,0,Good,68,Moderate
17331,USA,Saint Michael,51,Moderate,1,Good,33,Good,2,Good,51,Moderate
17332,Israel,Sakhnin,44,Good,1,Good,44,Good,3,Good,44,Good
17333,Oman,Salalah,87,Moderate,0,Good,23,Good,0,Good,87,Moderate
17334,Mexico,Salvatierra,57,Moderate,1,Good,31,Good,1,Good,57,Moderate
17335,Malta,San Gwann,70,Moderate,1,Good,70,Moderate,0,Good,42,Good
17336,Guatemala,Santa Maria De Jesus,67,Moderate,1,Good,27,Good,1,Good,67,Moderate
17337,Peru,Santa,41,Good,0,Good,19,Good,0,Good,41,Good
17338,Brazil,Sao Mateus Do Sul,22,Good,1,Good,13,Good,0,Good,22,Good
17339,Indonesia,Randudongkal,188,Unhealthy,11,Good,8,Good,26,Good,188,Unhealthy
17340,USA,Reidsville,47,Good,1,Good,47,Good,0,Good,20,Good
17341,France,Romilly Sur Seine,76,Moderate,1,Good,47,Good,0,Good,76,Moderate
17342,Mexico,Acala,112,Unhealthy(SG),3,Good,4,Good,7,Good,112,Unhealthy(SG)
17343,Ivory Coast,Agnibilekrou,52,Moderate,1,Good,17,Good,0,Good,52,Moderate
17344,Sweden,Akersberga,29,Good,1,Good,29,Good,0,Good,9,Good
17345,Japan,Akishima,62,Moderate,1,Good,48,Good,1,Good,62,Moderate
17346,Turkey,Aksehir,75,Moderate,1,Good,33,Good,0,Good,75,Moderate
17347,Malaysia,Alor Setar,55,Moderate,1,Good,35,Good,0,Good,55,Moderate
17348,India,Ambahta,158,Unhealthy,3,Good,134,Unhealthy(SG),1,Good,158,Unhealthy
17349,Mexico,Ameca,50,Good,1,Good,14,Good,2,Good,50,Good
17350,Japan,Arai,65,Moderate,2,Good,52,Moderate,2,Good,65,Moderate
17351,Italy,Arcola,50,Good,1,Good,37,Good,3,Good,50,Good
17352,Italy,Argenta,64,Moderate,1,Good,47,Good,1,Good,64,Moderate
17353,India,Alwaye,83,Moderate,1,Good,25,Good,1,Good,83,Moderate
17354,Brazil,Anastacio,13,Good,0,Good,9,Good,0,Good,13,Good
17355,Brazil,Arcos,40,Good,1,Good,9,Good,1,Good,40,Good
17356,USA,Arecibo,74,Moderate,0,Good,23,Good,0,Good,74,Moderate
17357,Brazil,Altinho,18,Good,0,Good,17,Good,1,Good,18,Good
17358,Madagascar,Ambatofinandrahana,60,Moderate,1,Good,20,Good,0,Good,60,Moderate
17359,Italy,Angri,56,Moderate,1,Good,47,Good,3,Good,56,Moderate
17360,Equatorial Guinea,Anisoc,53,Moderate,2,Good,31,Good,0,Good,53,Moderate
17361,UK,Arbroath,27,Good,0,Good,27,Good,1,Good,11,Good
17362,Russia,Arzgir,34,Good,1,Good,34,Good,0,Good,32,Good
17364,Brazil,Atalaia,27,Good,0,Good,17,Good,1,Good,27,Good
17365,Nigeria,Awka,154,Unhealthy,8,Good,30,Good,5,Good,154,Unhealthy
17366,Brazil,Bacabal,53,Moderate,1,Good,1,Good,2,Good,53,Moderate
17367,Germany,Bad Driburg,40,Good,1,Good,36,Good,1,Good,40,Good
17368,Pakistan,Lalian,173,Unhealthy,2,Good,128,Unhealthy(SG),1,Good,173,Unhealthy
17369,Cyprus,Larnaca,50,Good,1,Good,50,Good,0,Good,37,Good
17370,Cuba,Las Tunas,53,Moderate,1,Good,20,Good,2,Good,53,Moderate
17371,Indonesia,Lasem,93,Moderate,2,Good,52,Moderate,1,Good,93,Moderate
17372,USA,Lawton,81,Moderate,1,Good,24,Good,2,Good,81,Moderate
17373,Germany,Leimen,54,Moderate,1,Good,35,Good,4,Good,54,Moderate
17374,Russia,Leningradskaya,37,Good,1,Good,37,Good,1,Good,9,Good
17375,Poland,Libiaz,88,Moderate,1,Good,40,Good,2,Good,88,Moderate
17376,Netherlands,Lichtenvoorde,32,Good,0,Good,32,Good,1,Good,21,Good
17377,India,Kandi,150,Unhealthy,3,Good,150,Unhealthy,2,Good,103,Unhealthy(SG)
17378,Indonesia,Karangampel,72,Moderate,1,Good,44,Good,0,Good,72,Moderate
17379,Russia,Karymskoye,58,Moderate,1,Good,29,Good,0,Good,58,Moderate
17380,Australia,Katherine,18,Good,0,Good,18,Good,0,Good,11,Good
17381,Lithuania,Kelme,31,Good,1,Good,29,Good,1,Good,31,Good
17382,Pakistan,Khuzdar,151,Unhealthy,0,Good,43,Good,0,Good,151,Unhealthy
17383,UK,Kilwinning,27,Good,1,Good,27,Good,2,Good,26,Good
17384,Slovakia,Kolarovo,68,Moderate,1,Good,40,Good,1,Good,68,Moderate
17385,Malaysia,Kota Bahru,66,Moderate,2,Good,38,Good,0,Good,66,Moderate
17386,Iran,Kuhdasht,56,Moderate,1,Good,55,Moderate,0,Good,56,Moderate
17387,Zimbabwe,Kwekwe,37,Good,1,Good,18,Good,0,Good,37,Good
17388,USA,Laguna Niguel,55,Moderate,2,Good,18,Good,14,Good,55,Moderate
17389,USA,East Longmeadow,57,Moderate,1,Good,22,Good,10,Good,57,Moderate
17390,UK,Eaton Socon,38,Good,1,Good,38,Good,2,Good,16,Good
17391,Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate
17392,Turkey,Edremit,58,Moderate,1,Good,38,Good,0,Good,58,Moderate
17393,South Africa,Ekangala,166,Unhealthy,6,Good,13,Good,15,Good,166,Unhealthy
17395,Germany,Marienberg,53,Moderate,1,Good,47,Good,0,Good,53,Moderate
17396,USA,Marion,48,Good,1,Good,38,Good,1,Good,48,Good
17397,India,Maurawan,174,Unhealthy,4,Good,70,Moderate,7,Good,174,Unhealthy
17398,Russia,Mesker Yurt,56,Moderate,1,Good,44,Good,2,Good,56,Moderate
17399,Iran,Miandoab,64,Moderate,1,Good,50,Good,0,Good,64,Moderate
17400,USA,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate
17401,India,Mihona,171,Unhealthy,4,Good,101,Unhealthy(SG),4,Good,171,Unhealthy
17402,Turkey,Milas,82,Moderate,1,Good,82,Moderate,1,Good,43,Good
17403,China,Mingshui,167,Unhealthy,6,Good,120,Unhealthy(SG),17,Good,167,Unhealthy
17404,Uganda,Mityana,90,Moderate,2,Good,14,Good,1,Good,90,Moderate
17405,France,Montmorency,68,Moderate,1,Good,45,Good,1,Good,68,Moderate
17406,Russia,Moshkovo,54,Moderate,1,Good,18,Good,5,Good,54,Moderate
17407,USA,Moultrie,74,Moderate,1,Good,74,Moderate,1,Good,37,Good
17408,South Africa,Mpophomeni,74,Moderate,2,Good,25,Good,3,Good,74,Moderate
17409,Tanzania,Mtimbira,19,Good,0,Good,14,Good,0,Good,19,Good
17410,Germany,Mullheim,65,Moderate,1,Good,56,Moderate,0,Good,65,Moderate
17411,India,Multai,162,Unhealthy,2,Good,14,Good,9,Good,162,Unhealthy
17412,Russia,Murmashi,30,Good,1,Good,30,Good,0,Good,27,Good
17413,India,Naduvattam,78,Moderate,2,Good,17,Good,4,Good,78,Moderate
17414,Yemen,Zabid,151,Unhealthy,2,Good,93,Moderate,1,Good,151,Unhealthy
17415,Croatia,Zagreb,75,Moderate,1,Good,67,Moderate,0,Good,75,Moderate
17416,North Macedonia,Zajas,113,Unhealthy(SG),1,Good,37,Good,0,Good,113,Unhealthy(SG)
17417,Poland,Zary,45,Good,1,Good,45,Good,0,Good,37,Good
17418,Germany,Zittau,55,Moderate,1,Good,43,Good,1,Good,55,Moderate
17419,Italy,Zola Predosa,59,Moderate,1,Good,59,Moderate,0,Good,57,Moderate
17420,Japan,Zushi,67,Moderate,1,Good,39,Good,7,Good,67,Moderate
17421,USA,Yonkers,54,Moderate,1,Good,39,Good,5,Good,54,Moderate
17422,China,Yumen,218,Very Unhealthy,0,Good,39,Good,0,Good,218,Very Unhealthy
17423,Ukraine,Yuzhne,48,Good,1,Good,35,Good,0,Good,48,Good
17424,Philippines,Iriga,58,Moderate,1,Good,26,Good,0,Good,58,Moderate
17425,Tanzania,Itumba,17,Good,0,Good,17,Good,0,Good,13,Good
17426,Latvia,Jurmala,56,Moderate,2,Good,26,Good,1,Good,56,Moderate
17427,Poland,Gizycko,49,Good,1,Good,21,Good,2,Good,49,Good
17428,Norway,Gjovik,25,Good,0,Good,25,Good,0,Good,21,Good
17429,India,Gondal,154,Unhealthy,0,Good,29,Good,0,Good,154,Unhealthy
17430,Serbia,Gornji Milanovac,59,Moderate,1,Good,39,Good,0,Good,59,Moderate
17431,Senegal,Gossas,161,Unhealthy,2,Good,13,Good,3,Good,161,Unhealthy
17432,UK,Greenock,57,Moderate,1,Good,24,Good,3,Good,57,Moderate
17433,France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate
17434,Italy,Grottammare,59,Moderate,2,Good,35,Good,8,Good,59,Moderate
17435,Uzbekistan,Gurlan,60,Moderate,1,Good,44,Good,0,Good,60,Moderate
17436,Cyprus,Guzelyurt,49,Good,1,Good,49,Good,0,Good,30,Good
17437,USA,Haddonfield,70,Moderate,1,Good,38,Good,5,Good,70,Moderate
17438,Turkey,Hadimkoy,52,Moderate,1,Good,44,Good,0,Good,52,Moderate
17439,China,Hanzhong,112,Unhealthy(SG),2,Good,112,Unhealthy(SG),0,Good,76,Moderate
17440,USA,Hemet,55,Moderate,2,Good,13,Good,12,Good,55,Moderate
17441,India,Hoshiarpur,144,Unhealthy(SG),3,Good,139,Unhealthy(SG),1,Good,144,Unhealthy(SG)
17442,Germany,Hoyerswerda,80,Moderate,1,Good,36,Good,2,Good,80,Moderate
17443,Peru,Huaral,137,Unhealthy(SG),4,Good,11,Good,10,Good,137,Unhealthy(SG)
17444,China,Hunchun,35,Good,1,Good,35,Good,0,Good,21,Good
17446,Denmark,Herning,32,Good,0,Good,32,Good,0,Good,24,Good
17447,Mexico,Hidalgo,78,Moderate,1,Good,22,Good,0,Good,78,Moderate
17448,Pakistan,Kharian,158,Unhealthy,3,Good,146,Unhealthy(SG),0,Good,158,Unhealthy
17449,Tanzania,Kibaha,42,Good,1,Good,19,Good,0,Good,42,Good
17450,USA,Kilgore,51,Moderate,1,Good,19,Good,14,Good,51,Moderate
17451,Democratic Republic of the Congo,Kinshasa,216,Very Unhealthy,21,Good,105,Unhealthy(SG),7,Good,216,Very Unhealthy
17452,UK,Kirkby,34,Good,1,Good,34,Good,3,Good,21,Good
17453,Japan,Kitamoto,60,Moderate,1,Good,48,Good,2,Good,60,Moderate
17454,Sri Lanka,Kolonnawa,71,Moderate,0,Good,23,Good,1,Good,71,Moderate
17455,Russia,Kostomuksha,32,Good,1,Good,32,Good,0,Good,10,Good
17456,Russia,Shchuchye,35,Good,1,Good,35,Good,0,Good,18,Good
17457,Bangladesh,Shibganj,145,Unhealthy(SG),3,Good,33,Good,10,Good,145,Unhealthy(SG)
17458,Lithuania,Siauliai,33,Good,1,Good,33,Good,0,Good,23,Good
17459,Turkey,Simav,50,Good,1,Good,49,Good,0,Good,50,Good
17460,Colombia,Since,63,Moderate,1,Good,21,Good,0,Good,63,Moderate
17461,Italy,Sinnai,64,Moderate,1,Good,64,Moderate,1,Good,29,Good
17462,Uganda,Sironko,78,Moderate,2,Good,18,Good,1,Good,78,Moderate
17463,India,Siswa Bazar,154,Unhealthy,4,Good,26,Good,10,Good,154,Unhealthy
17464,Netherlands,Werkendam,38,Good,1,Good,38,Good,1,Good,35,Good
17465,USA,West Babylon,63,Moderate,2,Good,38,Good,9,Good,63,Moderate
17466,USA,West Puente Valley,154,Unhealthy,4,Good,13,Good,25,Good,154,Unhealthy
17467,USA,West Sacramento,45,Good,1,Good,29,Good,5,Good,45,Good
17468,Germany,Winnenden,65,Moderate,1,Good,56,Moderate,0,Good,65,Moderate
17469,Poland,Wronki,42,Good,1,Good,42,Good,0,Good,25,Good
17470,China,Xian,307,Hazardous,19,Good,0,Good,48,Good,307,Hazardous
17471,France,Viry Chatillon,73,Moderate,1,Good,44,Good,2,Good,73,Moderate
17472,Sweden,Visby,36,Good,1,Good,36,Good,0,Good,13,Good
17473,Germany,Voerde,54,Moderate,1,Good,40,Good,1,Good,54,Moderate
17474,Greece,Voula,68,Moderate,2,Good,45,Good,7,Good,68,Moderate
17475,Moldova,Vulcanesti,51,Moderate,1,Good,46,Good,0,Good,51,Moderate
17476,New Zealand,Waitakere,70,Moderate,0,Good,30,Good,0,Good,70,Moderate
17477,South Africa,Warmbad,116,Unhealthy(SG),3,Good,35,Good,2,Good,116,Unhealthy(SG)
17478,USA,Warner Robins,72,Moderate,1,Good,72,Moderate,3,Good,39,Good
17479,USA,Wausau,57,Moderate,1,Good,27,Good,1,Good,57,Moderate
17480,Turkey,Erdemli,58,Moderate,1,Good,41,Good,0,Good,58,Moderate
17481,Germany,Erftstadt,54,Moderate,1,Good,35,Good,3,Good,54,Moderate
17482,China,Fangshan,163,Unhealthy,4,Good,163,Unhealthy,6,Good,155,Unhealthy
17483,Italy,Fasano,55,Moderate,1,Good,51,Moderate,1,Good,55,Moderate
17484,USA,Findlay,39,Good,2,Good,27,Good,6,Good,39,Good
17485,Sweden,Finspang,42,Good,1,Good,42,Good,0,Good,25,Good
17486,Pakistan,Fort Abbas,206,Very Unhealthy,1,Good,67,Moderate,0,Good,206,Very Unhealthy
17487,Italy,Fossano,109,Unhealthy(SG),2,Good,23,Good,5,Good,109,Unhealthy(SG)
17488,Germany,Friedrichshafen,46,Good,2,Good,26,Good,6,Good,46,Good
17489,Russia,Georgiu Dezh,37,Good,1,Good,27,Good,1,Good,37,Good
17490,Ethiopia,Ginir,69,Moderate,0,Good,20,Good,0,Good,69,Moderate
17491,Indonesia,Madiun,169,Unhealthy,6,Good,3,Good,20,Good,169,Unhealthy
17492,India,Malappuram,132,Unhealthy(SG),3,Good,16,Good,6,Good,132,Unhealthy(SG)
17493,India,Maler Kotla,163,Unhealthy,4,Good,40,Good,11,Good,163,Unhealthy
